CZ2012000669	Energy efficiency and energy productivity in these agro-ecosystems was 2.19 and 0.064 kg / MJ , respectively , and water productivity was 0.11 kg / m3.	was	energy productivity in these agro - ecosystems	0.064 kg /	1	1				
LV2019000453	In general , the district 's land fund experiences an average anthropogenic load , the ecological stability of the territory as a whole is characterized as unstable stable.	is characterized	a whole	as unstable stable	1	1				
PH2014000119	Grain yield decreased by 42 % and 91 % as sowing was delayed from July to Aug and Sept , respectively , in 2009 season.	decreased	Grain yield	by 42 %	as sowing was delayed from July to Sept , respectively , in 2009 season	1	1			
SK2010000296	Two treatments were examined : complex melioration consisting of deep loosening in combination with drainage and control without applied meliorations.	consisting	complex melioration	of deep loosening in combination with drainage	1	1				
CZ2012000353	The influences of arbuscular mycorrhizal ( AM ) fungus on growth , gas exchange , chlorophyll concentration , chlorophyll fluorescence and water status of maize plants were studied in pot culture under well - watered and drought stress conditions.	were studied	The influences of arbuscular mycorrhizal ( AM ) fungus on chlorophyll fluorescence	in pot culture	under well - watered and drought stress conditions	1	1			
FR2016204142	Increased knowledge of flies and agroecological management strategies of their populations can now be combined with modeling tools to facilitate the extension of the program to other areas or for educational purposes.	can be combined	Increased knowledge of flies and agroecological management strategies of their populations	with modeling tools to facilitate the extension of the program to other areas or for educational purposes	now	1	1			
AJ2018000252	The species level prevalence of helminthiasis was 46.07 % and 55 % in sheep and goats respectively.	was	The species level prevalence of helminthiasis	46.07 %	1	1				
PH19970061816	Transpiration partly recovered for CT9993 , KDML105 , and Namsugui , which may imply that the Thai lines ( KDML105 and Namsugui ) were able to maintain a more functional root system in these conditions.	recovered	Transpiration	for KDML105	which may imply that the Thai lines ( Namsugui ) were able to maintain a more functional root system in these conditions	1	1			
RU2008000182	On arable lands affected by radioactive contamination plant production includes three groups of measures : organizational , agrotechnical and agrochemical.	includes	On arable lands	three groups of measures : organizational	1	1				
XF2018001258	The book also draws from a concrete example of agroecology by examining a pilot project in Mozambique testing new approaches to investments and peasant farming that will inspire farming communities , researchers , policy makers and development organizations alike , to build greater autonomy and self - determination.	draws	The book	from a concrete example of agroecology	1	1				
QR19970086874	The methodology also included the assessment of the effectiveness and feasibility of improved technology by marginal benefit over cost index ; introduced indices for evaluating systematic productivity , property stability , sustainability , equality , and diversity ; monitoring energy use , efficiency and nutrient equilibrium , and analysis based on the input and output of energy and major nutrients.	based	analysis	on the output of major nutrients	1	1				
PK2006000128	Agro-ecological studies of the of the Swat River catchments area showedthat the terrestrial ecosystem of the area is divided into subtropical , humidtemperate , cool temperate , cold temperate , subalpine , alpine and cold desertzones.	showedthat	Agro - ecological studies of the of the Swat River catchments area	the terrestrial ecosystem of the area is divided into subtropical	1	1				
ID2001001046	Untuk itu telah dibuat suatu sistem pakar yang dapat memberikan anjuran tentang sistem pertanian dan kesesuaian tanaman bagi suatu kondisi lahan dan iklim tertentu.	tentang	memberikan anjuran	sistem pertanian dan kesesuaian tanaman bagi suatu kondisi lahan dan iklim tertentu	1	1				
LV2016016490	Factors affecting these faunistical changes are discussed.	affecting	Factors	these faunistical changes	1	1				
AU2019D04900	The paper seeks to merge multiple discourses , by firstly reviewing the development model that is driving tourism and linkages to agriculture in the South Pacific.	is driving	the development model	linkages to agriculture in the South Pacific	1	1				
RO1999000077	The companion cropping of crop rotation system maize - wheat with winter predecessors peas , perco and triticale resulted in increased quantity and activity of soil microflora.	resulted	The companion cropping of crop rotation system maize - wheat with perco	in increased activity of soil microflora	1	1				
DJ2012083312	The results have been able to identify botanical attributes for species differentiation and useful agronomic attributes in the wild rice species as genetic resources both for the improvement of O. sativa and possibly some of the wild species per se.	have been	The results	able to identify botanical attributes for useful agronomic attributes in the wild rice species as genetic resources both for the improvement of O. sativa	1	1				
QC2017600027	In the Mediterranean areas , silvo - pastoralism represents a territorial management system where trees and shrubs grow together with herbs and where livestock takes advantage on such botanical association.	grow	shrubs	together	a territorial management system	1	1			
BE1998001360	Early herbicide band application combined with late interrow hoeing ( end of May till June ) resulted in a higher ground cover by weeds until hoeing than the strategy aiming towards a weed - free crop by early repeated herbicide applications over the whole surface ( low dosage split ).	aiming	the strategy	towards a weed - free crop by early repeated herbicide applications over the whole surface	1	1				
FR2019146742	Beyond the conceptual differences and the sometimes partisan interpretations of these three approaches , agriculture in the Southern countries needs to take advantage of their potential synergies.	needs	agriculture in the Southern countries	to take advantage of their potential synergies	1	1				
PH9510722	For maize , 0 , 75 , 150 , 225 , and 300 kg N / ha were applied ; for sorghum 0 , 50 , 100 , 150 , and 200 kg N / ha ; and for rice , 0 , 80 , 100 and 120 kg N / ha.	were applied	N / ha	For maize , 225	1	1				
QR19970086874	The methodology also included the assessment of the effectiveness and feasibility of improved technology by marginal benefit over cost index ; introduced indices for evaluating systematic productivity , property stability , sustainability , equality , and diversity ; monitoring energy use , efficiency and nutrient equilibrium , and analysis based on the input and output of energy and major nutrients.	included	The methodology	the assessment of the effectiveness of improved technology by marginal benefit over cost index ; introduced indices for evaluating property stability	1	1				
QN2019001259533	Semi structural questionnaire was used for information collection and this questionnaire was structured into five sections namely : general information , household characteristics , agricultural characteristics , adoption of agroforestry innovation and trees on farms.	was structured	this questionnaire	into five sections namely	1	1				
LV2016009042	Following Dumont et al. ( 2013 ) , we review five principles for integrating livestock systems within the agroecology debate : ( i ) adopting management practices that aim to improve animal health ; ( ii ) decreasing the inputs needed for production ; ( iii ) reducing emissions ; ( iv ) enhancing diversity within animal production systems to strengthen their resilience ; and ( v ) preserving biodiversity by adapting management practices.	needed	the inputs	for production	1	1				
SK2013000143	The plant parameters were canopy cover , biomass , and root morphological characteristics.	were	The plant parameters	canopy cover	1	1				
BG1999000471	The maximum acceptable concentrations of Cr at pH 7 and pH 6 are 200 mg Cr / kg soil and 190 mg Cr / kg soil and 150 mg Cr / kg soil respectively.	has respectively of	pH 6	200 cr / kg respectively	1	1				
GB2013203639	By way of localised case studies in several countries , authors take a closer look at food and agriculture challenges in different local and national contexts , and present innovative projects promoting food sovereignty and agroecology.	take	authors	a closer look at agriculture challenges in different national contexts	1	1				
PH2013000528	While G. micromorpha is not able to maintain the rate of egg laying comparable to the two other parasitoid species , however , to stay afloat and maintain the viability of offspring , the competitive strategy used by G. micromorpha is by ovipositing for a lifetime.	to maintain	G. micromorpha	the rate of egg laying comparable to the two other parasitoid species	1	1				
PH2001100343	The nitrate - N concentration under rice - rice and rice - fallow systems were almost equal at about 1 ppm.	were	The nitrate - N concentration under rice - rice - fallow systems	almost equal at about 1 ppm	1	1				
RU2009000092	The ACR dependence on a dose was not marked for the trial variants with Pb soil contamination ( 17.3 and 18.25 ).	was not marked	The ACR dependence on a dose	for the trial variants with Pb soil contamination ( 18.25	1	1				
PH1998010440	In all experiments , treatments included two to three split applications of 60 kg N / ha applied at transplanting ( TP ) , mid-tillering ( MT ) , and / or panicle initiation ( PI ) , with or without additional 45 kg N / ha applied at flowering ( FL ).	applied	additional 45 kg	at flowering	1	1				
CN2013002054	The suitable habitat was widespread in summer and shrunk in winter , and it extended northward in summer and narrowed southward in winter.	narrowed southward	The suitable habitat	in winter	1	1				
AJ2018000252	Sex and age of the animals were shown to have association with prevalence but significant difference was not found.	to have	Sex	significant difference	1	1				
CN2013001510	[ Conclusion ] ITS sequences have an important reference value in exploring the relationships of Caragana.	have in exploring	ITS sequences	the relationships of Caragana	1	1				
DJ2012083494	A total of 32 accessions of these species , including O. sativa were studied in situ and ex situ.	were studied	A total of 32 accessions of these species , including O. sativa	in situ and ex situ	1	1				
CH1997000318	The effect of compost nutrients , particularly of nitrogen as an indicator of the short - term effect of compost , was of special interest.	was	The effect of compost nutrients , particularly of nitrogen as an indicator of the short - term effect of compost	of special interest	1	1				
PH9511129	Results indicate that the raised narrow bed method with proper planting density suited the agro-ecological conditions of the Type 1 rice - fallow lands in Ratnapura regions , where sweetpotato is grown extensively.	indicate	Results	that the raised narrow bed method with proper planting density suited the agro-ecological conditions of the Type 1 rice - fallow lands in Ratnapura regions	1	1				
AV2012045148	Increasing technological efficiencies in the use of land , water , food , seed and energy through sustainable intensification such as the widespread adoption of integrated multi-trophic aquaculture ( IMTA ) and integrated agriculture - aquaculture farming ecosystems approaches will not be enough , since these will improve only the efficiency of resource use and increase yields per unit of inputs and do not address social constraints and user conflicts.	will not be	Increasing technological efficiencies in the use of land	enough	since these will improve only the efficiency of resource use	1	1			
QL2013000139	While many measures will be implemented on - farm , supporting actions may be required at community or watershed level , and appropriate policies and institutions are required.	will be implemented	many measures	on - farm	1	1				
CN2012002311	Conclusion : These results showed that different SOM contents of black soils affected the metabolic functions of microbial community under the same external environmental conditions in farmland.	showed	These results	that different SOM contents of black soils affected the metabolic functions of microbial community under the same external environmental conditions in farmland	1	1				
US2016B00163	Disease severities , AUDPC and disease progress rate were consistently less on row intercropping + compost application + furrow planting and row intercropping + compost application compared to singly applied climate change resilience strategies and sole planting plots in both locations and seasons.	were	Disease severities	consistently less on compost application	compared to singly applied climate sole planting plots in both seasons	1	1			
FR2019146742	Adaptation to climate change and its mitigation are some of the biggest challenges facing agriculture.	are	Adaptation to climate its mitigation	some of the biggest challenges	1	1				
CN2011001455	The TOC and TN under bare fallow declined by 11.2 % and 15.3 % compared with those in 1985.	declined	TN under bare fallow	by 11.2 %	compared with those in 1985	1	1			
DJ2012080621	Under intermediate agro-ecology number of insects in 1 kg of grain increased from 1.83 to 101 and 79.10 ; insect damage increased from 2.42 to 20.75 % and 2.33 to 20.08 % ; germination percentage decreased from 98.00 and 97.5 % to 68.5 and 80.5 % for grains stored in Gombisa and Sacks respectively over six months of storage periods.	increased	insect damage	from 2.42 to 2.33 to 20.08 %	1	1				
IR2008000646	The characterization part of this report includes descriptions of the characteristics and mapping of the patterns of precipitation , temperature , frost , potential evapotranspiration , aridity , climatic productivity indicators , growing periods , land use / land cover , landforms , soils and agroecological zones.	includes	The characterization part of this report	descriptions of the mapping of the patterns of frost	1	1				
RU2009000130	In 2003 the threshold value of 100 microgram / kg was overrode for 2 samples from 6 ones , for 7 samples from 19 ones in 2004 - 2005.	was overrode	the threshold value of 100 microgram / kg	for 2 samples from 6 ones , for 7 samples from 19 ones in 2004 - 2005	In 2003	1	1			
AJ2013002034	Results showed that organic amendments , mineral fertilizer and their combinations significantly contributed to the growth and grain yield of rice.	significantly contributed	mineral fertilizer	to the growth	1	1				
QL2013000139	In any system , a diverse range of measures may be needed to address issues at different scales , and to provide farmers with flexibility in terms of cost and production options.	may be needed	a diverse range of measures	to provide farmers with flexibility in terms of cost	In any system	1	1			
PH9511129	The same method was found suitable in the Type 2 lands where the crop is cultivated during the Yala season.	is cultivated	the crop	during the Yala season	2 lands	1	1			
IR2008000646	One severe limitation , which has restricted the optimal use of the land suitability methods , is the lack of sufficiently detailed soil information.	is	One severe limitation , which has restricted the optimal use of the land suitability methods	the lack of sufficiently detailed soil information	1	1				
BY2007000937	Taking into consideration the results of realized studies the possibility of lowering the potato yield losses caused by late blight infestants by means of the wide application of resistant to Phytophthora infestans varieties and development of plant protection technologies with the lower level of fungicides application wasproposed	caused	the potato yield losses	by late blight infestants	1	1				
PH2007001717	All varieties ( ' Agahapon ' , ' Tres Colores ' , ' Binoras ' , Tinagiti , Sinorsoganon , Inaswang , Soraw , Buko - buko 1 and 2 ) were resistant to leaf scab.	were	Colores ' , Soraw	resistant to leaf scab	1	1				
BG1999000459	Dithionite , oxalate , and pyrophosphate extractable forms of Fe , Al , and Mn are determined by the methods of Mehra - Jackson , Tamm , and Bascomb ( index d , o , and p respectively ) in differently coloured soils.	are determined	Al	by the methods of Mehra Bascomb	1	1				
LV2019000332	Samples enriched with barley flour prepared using sourdough method had sour taste and higher hardness.	had	Samples enriched with barley flour	sour taste	1	1				
AL2013100062	The experiment was laid out following a split plot arrangement where the weeding regime constitutes the main plot and the sugarcane varieties were the subplot.	was laid	The experiment	out	following a split plot arrangement	1	1			
SK2010100099	Soil and plant samples were taken simultaneously once a year at the end of June.	were taken simultaneously	Soil samples	once a year	at the end of June	1	1			
BY2007000932	Application of tank mixtures made it possible to lower weed mass and quantity and obtain the extra yield increases with the minimumexpenses	made	Application of tank mixtures	it possible to lower weed mass	1	1				
FR2016229491	Considered practical , agroecology promotes traditional and indigenous knowledge and encouragesappropriation by most of farmers.Here two case - studies from the Caribbean and involving different animal speciesshow that there are potential strategies for agroecological management , and howthey can be valued for sustainable intensification of grasslands.	promotes	agroecology	indigenous knowledge	1	1				
PH1999101399	Stem acted as a temporary storage organ since 89 percent of the total activity found at 1 DAE in the stem was remobilized to the panicle in IR72 as compared with 30 percent in the NPT.	acted	Stem	as a temporary storage organ	since 89 percent of the total activity	1	1			
PK2011000623	Days to maturity decreased from 178 to 148 , plant height from 91 to 79 cm , grains per spike from 53 to 48 , and grain yield from 4741 to 2617 kg per ha when sowing was delayed from October 25thto	decreased	Days to maturity	from 178	to 148	plant height	1	1		
AU2019D04900	The neglect and marginalisation of smallholders in economic and development policy contributes to increasing vulnerability of rural communities.	contributes	marginalisation of smallholders in development policy	to increasing vulnerability of rural communities	1	1				
BG1999000470	Increasing the amounts of the more strongly bonded Cu reduced the number of the total and specific sites for Zn and Cd adsorption ( ZnCd ) in the gleyic acrisol clay.	reduced	Increasing the amounts of the more strongly bonded Cu	the number of the total and specific sites for Zn and Cd adsorption ( ZnCd ) in the gleyic acrisol clay	1	1				
US2012205687	Although the economic advantages of horticultural production are clear in the area studied , this strategy is not suited for all contexts.This report offers a series of policy recommendations that implicitly recognize such limitations , thereby helping to direct resources where they will have their greatest impact.	is not	this strategy	suited for all contexts.This report	1	1				
FR2016218680	One of the main aims of sustainable agriculture is to reduce the risk of disease in cropping systems and thereby contribute to preserving public health and conserving the environment.	is	One of the main aims of sustainable agriculture	to reduce the risk of thereby contribute to preserving public health	1	1				
ID9600015	Cultural practices in terms of fertilization and pest control were negligible.	were	Cultural practices in terms of fertilization	negligible	1	1				
FR2016218680	Organic management is less effective ( asymptotic growth of the population is only half that of integrated and direct - drilling management systems ) , for it requires multiple soil tilling to compensate for the absence of herbicides.	is	asymptotic growth of the population	only half that of direct - drilling management systems ) , for it requires multiple soil	1	1				
QL2018000181	Climate abnormalities such as perpetual droughts , floods , heat waves , and rainfall failure can have devastating consequences for agricultural production and the impacts could be immediately transmitted to food security and livelihoods.	can have	Climate abnormalities such as perpetual droughts	devastating consequences for agricultural production and the impacts could be immediately transmitted to food security	1	1				
GB2013201865	The impacts in general include : increased yield of crops , increased production and income of the beneficiary households , improved health , increased asset building and better living conditions enhanced market integration and higher demand for farm activities increased participation of women in economic activities and decision making , empowerment of women in terms of income utilisation , information and knowledge exchange declined diversity of landraces of crops , declining traditional soil fertility management practices due to reliance on fertilisers and pesticides increased inequality in wealth of users and non-users.	enhanced	income	market integration increased participation of decision making , information exchange	1	1				
FR2017101692	It shows that the different agroecology schools are not necessarily well coordinated at each level ( national , regional , global ) nor across levels for each agroecology school.	well coordinated	the different agroecology schools	at each level	1	1				
BG2019206854	One of the best studied taxonomic groups in decline is the butterflies.	is	One of the best studied taxonomic groups in decline	the butterflies	1	1				
QC2017600026	The principles we propose for agroecological herbivore farming systems can be classified into ( i ) knowl - edge , culture and socio - economics , ( ii ) biodiversity conservation and management , ( iii ) resource manage - ment , ( iv ) system management , ( v ) food and health , and ( vi ) social relations.	can be classified	The principles we propose for agroecological herbivore farming systems	into ( i ) knowl - edge	1	1				
US2016216507	To achieve this , the study tried to understand how the farmers not participant in AFS perceive the practice and how the mediating organizations in the rural environment of the Alto Jequitinhonha area evaluate these experiences developed on a CAV basis , analyzing the wide rebound of an extensionist action upon a territory marked by the hegemonic presence of family agriculture.	tried analyzing	the study	the wide rebound of an extensionist action upon a territory	1	1				
DJ2012083312	The results have been able to identify botanical attributes for species differentiation and useful agronomic attributes in the wild rice species as genetic resources both for the improvement of O. sativa and possibly some of the wild species per se.	to identify	The results	botanical attributes for useful agronomic attributes in the wild rice species as genetic resources both for possibly some of the wild species per se	1	1				
CZ2012000669	The results depicted that total input and output energy into these agro-ecosystems were about 47,604 and 90,680.04 MJ / ha , respectively.	depicted	The results	that total input and output energy into these agro-ecosystems were about 47,604 and 90,680.04 MJ / ha , respectively	1	1				
IR2008000646	This kind of mapping is particularly useful to identify in which areas technologies developed at research stations are most likely to succeed as a result of ecological similarity with these stations.	developed	areas technologies	at research stations	1	1				
UA2009000109	An attempt is made of automatic deciphering of the data of Earth remote sensing as a constituent of monitoring of agroresources.	is made	An attempt	of automatic deciphering of the data of Earth	1	1				
XF2018001264	The study is based on a meta - analysis of 12 case studies ( Benin , the Plurinational State of Bolivia , Brazil , Chile , China , Colombia , Ecuador , France , Kazakhstan , Mozambique , Namibia , Uganda ) , mainly from developing and emerging countries and one developed country.	is based	The study	on a meta - analysis of 12 case studies ( Benin , the Plurinational State of Bolivia , Brazil , Chile , China , Colombia , Ecuador , France , Kazakhstan , Mozambique , Namibia , Uganda ) , mainly from one developed country	1	1				
PH19970061816	Root thickness ( RT ) was less at 5 - 10 , 10 - 20 , and 20 - 30 cm soil depths but was substantially more at 40 - 50 cm soil depth.	cm	Root thickness at 5 - 10	soil depths	1	1				
CN2011001455	Compared with the CK and NP treatments , the application of manure increased the particulate organic nitrogen by 49.8 % and 23.2 % and 6.5 % , and particulate organic carbon by 29.9 % , respectively.	increased	the application of manure	the particulate organic nitrogen	by 23.2 %	1	1			
ID2000000318	Through the research process , a package of technology was identified , containing ( 1 ) selected local groundnut variety , ( 2 ) high quality of seeds for planting , ( 3 ) land preparation by deep ploughing ( 25 cm ) , ( 4 ) fertilization at rate of 50 kg Urea + 75 kg TSP + 50 kg KCl per ha + 2000 kg manure per ha , ( 5 ) weeding and hilling up , ( 6 ) pest control , especially for thrips , red mite , empoasca , leaf feeding insects ( 7 ) rust and leaf spot control using fungicide Topsin - M at 7 and 9 weeks after planting , ( 8 ) harvest at 96 to 98 days after pod planting.	+	Urea	75 kg TSP + 50 kg KCl per ha + 2000 kg manure per ha , ( 6 ) pest control , especially for empoasca after planting , ( 8 ) harvest at 96 to 98 days after pod planting	1	1				
DE90R0829	This is an improved edition of a book ( also available in French , Spanish , German and Thai ) designed to inform farmers , advisers and scientists on the protection of crops and stored products with natural resources , using simple methods that can be applied by the farmer.	designed	a book ( also available in Thai	to inform advisers	1	1				
GB2013201865	The impacts in general include : increased yield of crops , increased production and income of the beneficiary households , improved health , increased asset building and better living conditions enhanced market integration and higher demand for farm activities increased participation of women in economic activities and decision making , empowerment of women in terms of income utilisation , information and knowledge exchange declined diversity of landraces of crops , declining traditional soil fertility management practices due to reliance on fertilisers and pesticides increased inequality in wealth of users and non-users.	include	The impacts in general	increased production higher demand for farm activities	1	1				
GB1997050274	The simple technology and composition of the carrier supported good growth and survival of the investigated strains.	supported	The simple technology	good survival of the investigated strains	1	1				
BG1999000459	Dithionite , oxalate , and pyrophosphate extractable forms of Fe , Al , and Mn are determined by the methods of Mehra - Jackson , Tamm , and Bascomb ( index d , o , and p respectively ) in differently coloured soils.	are determined	Mn	by the methods of Mehra - o	1	1				
LV2016016490	Thus , agroforestry , which consists in co-planting trees and crops , is assumed to be a possible way to ensure regulation of pest outbreaks by phytoseiid mites.	to be	agroforestry , which consists in co-planting trees	a possible way to ensure regulation of pest outbreaks by phytoseiid mites	1	1				
PH9511132	The subplots and sub-subplots were N levels ( 0 and 60 kg N / ha ) and levels of Azospirillum sp application ( without inoculation ( control ) , inoculation of Azospirillum isolate 102 , and isolate 202 ) , respectively.	were	sub-subplots	N levels ( 0 kg N / ha ( without inoculation ( control ) , inoculation of Azospirillum isolate 102 ) , respectively	1	1				
ID1998001166	Carbofuran and Metalaxyl were used for pests and diseases control.	were used	Metalaxyl	for diseases control	1	1				
LV2019000332	Therefore , there is a growing interest to include naked barley in products to increase their nutritional value.	to include	a growing interest	naked barley in products to increase their nutritional value	1	1				
FR2014012033	Based on the first results of a Franco - Brazilian research project aimed at studying the trajectories ofagroecology , this paper shows how the increasing place of agroecology in the landscape ofalternative agricultures reveals profound reconfigurations within the agricultural world which involveand affect in return the academic and the professional worlds , the public policies and the socialmovements.	reveals	the increasing place of agroecology in the landscape ofalternative agricultures	profound reconfigurations within the agricultural world which involveand affect in return the socialmovements	1	1				
XF2018001364	These seminars provided many opportunities for exchange and debate and revealed that while the scientific framework for agroecology dates back to the last century , it is a living concept that can be interpreted differently by different actors.	can be interpreted differently	a living concept	by different actors	1	1				
FI2016100194	Since then , despite emphasis on increasing food production , the country continues to face deterioration in the agricultural sector.	continues	the country	Since then	1	1				
XF2018001309	The book closes with a discussion of the major technical approaches , necessary policy support , and possible major development stages that must occur to allow broader agroecological implementations toward the sustainability of future food systems in China.	must occur	the possible major development stages	to allow broader agroecological implementations toward the sustainability of future food systems in China	1	1				
QL2018000181	Investment is the only macroeconomic variable that increases despite the changes in climate.	is	Investment	the only macroeconomic variable that increases despite the changes in climate	1	1				
AU2019D04900	The paper seeks to merge multiple discourses , by firstly reviewing the development model that is driving tourism and linkages to agriculture in the South Pacific.	is driving	the development model	tourism	to agriculture in the South Pacific	1	1			
FR2016219186	Improving bird population maintenance was less costly in extensive farms compared with intensive farms.	was	Improving bird population maintenance	less costly	in extensive farms	compared with intensive farms	1	1		
TH2005000429	The two rice - farming villages of this study were Ban Khoh in Ayutthaya province and Ban Khoh Rat in Nakhon Pathom province , representing the former and the more recent rice producing areas , respectively.	producing	rice	areas	1	1				
FR2016204802	The second reflects the increasing need ( by scientists , managers , and the public ) for simulation experimentation to explore options and consequences , for example , future resource use efficiency ( i.e. , manage - ment in sustainable intensification ) , impacts of and adaptation to climate change , understanding market and policy responses to shocks initiated at a biophysical level under increasing demand , and limited supply capacity.	initiated	shocks	at a biophysical level under increasing demand	1	1				
GB2013201865	The positive impacts are related to economic and social improvements , while negative impacts are related to the impacts of pesticides on human and livestock health due to misuse and abuse.	are related	The positive impacts	to social improvements	while negative impacts are related to the impacts of pesticides on human health due to misuse	1	1			
DJ2012089137	However , in relation to the diverse manners in which peasants participate in researches , different participation levels are reached , some of which do not represent methodological options or alternatives for the construction of local power and the configuration of social and political actors ; instead their participation is circumscribed to manual and functional activities that partially involve the producers.	are reached	different participation levels	in relation to the diverse manners	1	1				
LV2016011960	We think it is because the mechanistic role of microorganisms is poorly considered in most of the existing models.	is poorly considered	the mechanistic role of microorganisms	in most of the existing models	1	1				
XF2016040757	Through an integrative approach , agroecology is a realm where science , practice and social movements converge to seek a transition to sustainable food systems , built upon the foundations of equity , participation and justice.	converge to seek	social movements	a transition to sustainable food systems	1	1				
CA2015100149	The co-application of PM at 15 t / ha and GM at 10 t / ha had the best effects on TDM and grain yield and is thus recommended for sweet maize production in this agro-ecology.	had	GM at 10 t / ha	the best effects on grain yield	1	1				
SK2008000027	The object of study was to check an influence of ways of tillage on the grain yield and the grain quality parameters of spring barley ( Hordeum vulgare L. ) in given soil - climatic conditions.	was	The object of study	to check an influence of ways of tillage on the grain quality parameters of spring barley ( Hordeum vulgare L. ) in given soil - climatic conditions	1	1				
PK2013000876	The study was carried out at the Research and Demonstration Farm , Department of Crop Production , University of Maiduguri ( 11 degree 47 ' N , 13 degree 13 ' E ) during 2010 and 2011 rainy seasons , to investigate the response of sunflower to phosphorus fertilizer inorganically applied as P2O5 @ 0 , 20 , 40 , 60 and 80 kg per ha.	was carried out	The study	at the Demonstration Farm	during 2010 rainy seasons	1	1			
PH2007001717	Only Buko - buko 2 was moderately resistant to weevil infestation in the sloping agroecology.	was	Buko - buko 2	moderately resistant to weevil infestation in the sloping agroecology	1	1				
XF2018001309	In response , the Chinese government and Chinese scientists encouraged eco-agriculture , the practice of agroecology principles and philosophy , as a way to reduce the negative consequences of large - scale industrialized systems of farming.	encouraged eco-agriculture	Chinese scientists	the practice of agroecology principles , as a way	1	1				
RU2014000100	When the contamination level increased to 6 OPC , the height , leaf area and plant biomass reduced by 50 , 60 and 50 % , respectively.	reduced	the plant biomass	by %	1	1				
FR2016217964	Methods Carabids were sampled in 40 cereal fields in western France , and their species richness , total abundance and abundance of species groups with different dispersal abilities were measured.	were sampled	Methods Carabids	in 40 cereal fields in western France	1	1				
PH2001100474	Nitrogen rate ( kg / ha ) of fix - schedule N management was 150 and 225 in the DS and 0 , 60 and 120 in the WS , applied as basal and topdressed at midtillering , panicle initiation , and flowering.	had Nitrogen rate of	the WS	225	1	1				
DJ2012072271	The authors find the suggested methodology to be precise enough and easy to be managed as it combines the use of the available official statistical sources and the possibility of its integration into comparatively popular software products ( EXCEL ).	find	The authors	the suggested methodology to be precise easy to be managed as it combines the use of the available official statistical sources	1	1				
PH9511531	IR30716 - B -1-B-1-2 , IR3880 -2-3 , IR47686 -6-2-2-1 and IR12979 -24-1 ( Brown ) were outstanding in consistency in yield across years , outperforming the released variety UPL Ri - 5 , and local varieties Dinorado , Speaker and Kayatan.	were	IR30716 - B - 1 - B - 1-2 , IR3880 - 2-3 , IR12979 - 24-1 ( Brown	outstanding	in consistency in yield across years	outperforming the released variety UPL Ri - 5 , and local varieties Kayatan	1	1		
RO1998000033	Regardless that humic acids are Ca complexed ( 100percent ) , soils from the North - West Bulgaria are characteristized with humic type of humus and these from the South West Bulgaria are characterized with humic - fulvic type of humus.	are characteristized	soils from the North - West Bulgaria	with humic type of humus	1	1				
LV9400020	The risk level of heavy metal content in soil has been calculated for each single heavy metal using the method worked out in Holland.	has been calculated	The risk level of heavy metal content in soil	for each single heavy metal	1	1				
SK2008000030	Higher humus substances content , which was found at conventional tillage , was related to higher contents of humic acids and fulvic acids.	was related	Higher humus substances content , which was found at conventional tillage	to higher contents of fulvic acids	1	1				
QR19970086874	The methodology also included the assessment of the effectiveness and feasibility of improved technology by marginal benefit over cost index ; introduced indices for evaluating systematic productivity , property stability , sustainability , equality , and diversity ; monitoring energy use , efficiency and nutrient equilibrium , and analysis based on the input and output of energy and major nutrients.	included	The methodology	the assessment of the effectiveness of improved technology by marginal benefit over cost index ; introduced indices for evaluating diversity ; analysis based on the output of energy	1	1				
FR2014008137	Potentially useful new developments in plant science include advances in the fields of energy conversion by plants , nitrogen use efficiency and defence mechanisms against pests.	include	Potentially useful new developments in plant science	advances in the fields of energy conversion by plants against pests	1	1				
PH2000100091	Small native species ( SNS ) of fish are an important source of protein and income for rural people in Bangladesh.	are	Small native species	an important source of income for rural people in Bangladesh	1	1				
XF2006450127	Although the focus of this report is on bioenergy , the practices described in it are relevant for any agricultural and forestry production , regardless of the use of the feedstocks.	is	the focus of this report	on bioenergy	1	1				
CA2015100149	The grain yield increases at 15 t / ha PM and GM were 11.2 , 59.8 and 126.9 % ; and 4.2 , 20.0 and 45.8 % respectively , above the 10 , 5 and 0 t / ha rates of both manures.	yield	The grain	increases at 15 t / ha PM and 45.8 % respectively , above the 10	1	1				
QT2016102715	The confidence building simulation outputs reasonably reproduces the dynamics of local situations and is consistent with three authors having investigated in our site.	is	The confidence	consistent with three authors having investigated in our site	1	1				
ID2001000856	Kegiatan ini dilanjutkan dalamtahun 1997/98 dengan menentukan sistem pertanian dan alternatif komoditas yang sesuai berdasarkan karakteristik biofisik wilayah melalui penerapan sistem pakar dengan menggunakan parameter elevasi , suhu , kelembaban , fisiografi , lereng , drainase serta jenis tanah.	berdasarkan	komoditas yang sesuai	karakteristik biofisik wilayah melalui penerapan sistem pakar dengan menggunakan parameter elevasi , suhu , kelembaban , fisiografi , lereng	1	1				
AJ2013002034	Results showed that organic amendments , mineral fertilizer and their combinations significantly contributed to the growth and grain yield of rice.	significantly contributed	organic amendments	to the grain yield of rice	1	1				
AV20120116301	Furthermore , agricultural modification of prairie habitats in South - central Florida may benefit amphibian communities , particularly woodland - dwelling species that are unable to coexist with predatory fish.	are	species	unable to coexist with predatory fish	1	1				
